,label,text
951,1,"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.  "
952,1,It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.  
953,0,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  "
954,0,"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.  "
955,0,The movie seemed a little slow at first.  
956,1,But it picked up speed and got right to the point.  
957,1,"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".  "
958,1,I enjoyed it.  
959,1,I have recommended it to friends.  
960,1,I was particularly pleased with the acting ability of Dwight Schultz.  
961,1,"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.  "
962,1,"Their on-screen chemistry, critical to the entire film, is genuine.  "
963,1,"The film's dialogue is natural, real to life.  "
964,1,"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.  "
965,1,The incredible soundtrack truly captures the essence of the film.  
966,1,"Each track commands sentiment, actually contributing to the scenes and characters.  "
967,1,Definitely worth seeingÂ… it's the sort of thought provoking film that forces you to question your own threshold of loneliness.  
968,1,"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.  "
969,1,"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.  "
970,1,Enough can not be said of the remarkable animation in this film.  
971,1,The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  
972,0,"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!  "
973,0,"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  "
974,0,If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.  
975,1,"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.  "
976,1,"Just consider the excellent story, solid acting and look of the film as added bonuses.  "
977,0,"Instead, we got a bore fest about a whiny, spoiled brat babysitting.  "
978,1,"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  "
979,1,It is a very well acted and done TV Movie.  
980,1,Judith Light is one of my favorite actresses and I think she does a superb job in this film!  
981,1,I keep watching it over and over.  
982,1,"It's a sad movie, but very good.  "
983,1,"If you have not seen this movie, I definitely recommend it!  "
984,1,"She is as lovely as usual, this cutie!  "
985,1,Still it's quite interesting and entertaining to follow.  
986,1,;) Recommend with confidence!  
987,1,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.  
988,1,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  
989,1,":) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.  "
990,1,"The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.  "
991,1,Fans of the genre will be in heaven.  
992,1,Lange had become a great actress.  
993,1,It looked like a wonderful story.  
994,0,I never walked out of a movie faster.  
995,0,I just got bored watching Jessice Lange take her clothes off!  
996,0,"Unfortunately, any virtue in this film's production work was lost on a regrettable script.  "
997,0,"In a word, it is embarrassing.  "
998,0,Exceptionally bad!  
999,0,All in all its an insult to one's intelligence and a huge waste of money.  
0,1,Wow... Loved this place.
1,0,Crust is not good.
2,0,Not tasty and the texture was just nasty.
3,1,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.
4,1,The selection on the menu was great and so were the prices.
5,0,Now I am getting angry and I want my damn pho.
6,0,Honeslty it didn't taste THAT fresh.)
7,0,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.
8,1,The fries were great too.
9,1,A great touch.
10,1,Service was very prompt.
11,0,Would not go back.
12,0,The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.
13,1,"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!"
14,0,I was disgusted because I was pretty sure that was human hair.
15,0,I was shocked because no signs indicate cash only.
16,1,Highly recommended.
17,0,Waitress was a little slow in service.
18,0,"This place is not worth your time, let alone Vegas."
19,0,did not like at all.
20,0,The Burrittos Blah!
21,1,"The food, amazing."
22,1,Service is also cute.
23,1,I could care less... The interior is just beautiful.
24,1,So they performed.
25,1,That's right....the red velvet cake.....ohhh this stuff is so good.
26,0,- They never brought a salad we asked for.
27,1,"This hole in the wall has great Mexican street tacos, and friendly staff."
28,0,"Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed."
29,0,The worst was the salmon sashimi.
30,1,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal."
31,0,This was like the final blow!
32,1,I found this place by accident and I could not be happier.
33,0,"seems like a good quick place to grab a bite of some familiar pub food, but do yourself a favor and look elsewhere."
34,1,"Overall, I like this place a lot."
